"prey","Base","Vec","Rab5GDP","Rab5GTP","Enr_GDP","Enr_GTP","sEnr_GDP","sEnr_GTP","p_GDP_Vec","p_GTP_Vec","p_GTP_GDP","p_GDP_GTP","p_GDP","p_GTP","Base_diUb","Vec_diUb","diUb1","Enr_diUb","sEnr_diUb","p_Bind_diUb","Base_diUb4","Vec_diUb4","di4spUb","Enr_diUb4","sEnr_diUb4","p_Bind_diUb4"
"Tcerg1",116.3,0.1,0.2,0.2,0.49,0.12,-1.89,-3.42,0.028,0,0.151,0.849,0.024,0,122.2,0.1,0.1,-0.3,-3.75,0.049,131.5,0.1,0,-1.88,-6.63,0.011
"Tcf12",139.6,0.1,0.3,0,1.49,-1.23,-1.67,-3.79,0.047,0,0.078,0.922,0.043,0,135.4,0.1,0,-1.23,-6.07,0.013,127.1,0.1,0.2,0.83,-3.35,0.098
"Tcf24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0.1,1,-3.51,0.101,0,0,0,0,0,0
"Tcf25",66,0.1,0.2,0,0.57,-1.8,-1.69,-3.78,0.044,0,0.085,0.915,0.04,0,57.8,0.1,0,-1.8,-6.01,0.013,63.2,0.1,0,-1.8,-6.55,0.01
"Tcf4",101.1,5.7,0.2,0,-4.46,-6.83,-2.09,-3.83,0.024,0,0.125,0.875,0.021,0,89.5,5.7,0.1,-5.83,-5.67,0.006,97.3,5.7,0,-6.83,-7.28,0.005
"Tcf7",104.9,17.5,0.3,0.5,-5.74,-5.13,-2.17,-3.69,0.015,0,0.158,0.842,0.012,0,111.9,17.5,0,-8.46,-6.95,0.008,102.7,17.5,0.1,-7.42,-6.65,0.003
"Tcf7l2",31.6,0.1,0,0,-1.88,-1.88,-2.12,-3.72,0.024,0,0.154,0.846,0.021,0,28.5,0.1,0.1,-0.88,-4.03,0.043,29.3,0.1,0,-1.88,-6.64,0.007
"Tchp",55,0,0,0.1,0,1.32,-2.1,-3.25,0.023,0.001,0.247,0.753,0.017,0,0,0,0,0,0,0,59,0,0.1,1.04,-4,0.07
"Tcirg1",2.9,0,0.1,0,1.26,0,-1.62,-3.73,0.058,0,0.087,0.913,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tcn2",42,0,0,0.1,0,1.32,-2.13,-3.25,0.022,0.001,0.248,0.752,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tcp1",215.4,3,0.2,0.2,-3.55,-3.92,-2.1,-3.61,0.017,0,0.156,0.844,0.015,0,231.1,3,0,-5.93,-6.61,0.009,235.6,3,0.1,-4.89,-6.05,0.004
"Tcp10a",104.9,0.1,0.2,0,1.28,-1.1,-1.66,-3.76,0.057,0,0.087,0.913,0.052,0,122.6,0.1,0,-1.1,-6.18,0.013,124.6,0.1,0,-1.1,-6.74,0.009
"Tcp10b",198.3,0.2,0.2,0,0.23,-2.15,-1.77,-3.83,0.04,0,0.091,0.909,0.037,0,218.9,0.2,0,-2.15,-6.24,0.01,233.5,0.2,0.2,0.24,-3.65,0.074
"Tcp10c",146.1,0.1,0.2,0.1,1.28,0.22,-1.8,-3.53,0.037,0,0.111,0.889,0.033,0,163.3,0.1,0.1,0.49,-3.46,0.076,164.5,0.1,0.1,-0.06,-4.58,0.032
"Tcp11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0.1,1,-3.43,0.107,0,0,0,0,0,0
"Tcp11l2",95.4,0.1,0.2,0,1.15,-1.23,-1.66,-3.74,0.05,0,0.089,0.911,0.046,0,111.4,0.1,0,-1.23,-6.02,0.014,110.6,0.1,0,-1.23,-6.73,0.009
"Tcta",89.5,0,0.1,0,1.26,0,-1.76,-3.71,0.046,0,0.106,0.894,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tcte2",38.6,0.1,0.1,0,0.69,-1.23,-1.72,-3.76,0.046,0,0.086,0.914,0.042,0,42.7,0.1,0,-1.23,-6.03,0.014,42.3,0.1,0.1,-0.19,-4.24,0.043
"Tcte3",60,2.3,0,0.1,-5.58,-4.25,-2.18,-3.67,0.02,0,0.166,0.834,0.017,0,60.5,2.3,0.1,-4.58,-5.42,0.006,56.5,2.3,0.3,-2.93,-4.44,0.017
"Tctex1d1",299.7,0,0.5,0.3,3.43,2.81,-1.87,-3.39,0.029,0,0.145,0.855,0.025,0,0,0,0,0,0,0,328.4,0,0.3,2.65,-3.51,0.108
"Tctex1d2",52.6,13,0,0,-8.03,-8.03,-2.21,-3.9,0.019,0,0.14,0.86,0.016,0,53.6,13,0,-8.03,-6.86,0.007,56.2,13,0,-8.03,-7.44,0.004
"Tctn1",0.6,0.1,0,0,-1.23,-1.23,-2.09,-3.72,0.025,0,0.153,0.847,0.021,0,0.6,0.1,0,-1.23,-6.08,0.013,0.6,0.1,0,-1.23,-6.53,0.007
"Tctn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,0,0.1,1.04,-3.71,0.101
"Tdg",15.7,0,0.2,0,2.38,0,-1.46,-3.74,0.094,0,0.079,0.921,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tdo2",15.4,0.1,0.1,0,0.21,-1.72,-1.73,-3.78,0.044,0,0.09,0.91,0.04,0,15.4,0.1,0,-1.72,-6.12,0.011,16.9,0.1,0,-1.72,-6.57,0.009
"Tdp2",120.5,50.6,3.6,6.2,-3.81,-3.01,-2.11,-3.44,0.022,0,0.199,0.801,0.017,0,150.4,50.6,52138.9,10.01,8.13,0.998,146.2,50.6,105485.6,11.02,9.48,0.999
"Tdrd1",34.2,0.1,0,0.1,-1.23,0.09,-2.14,-3.32,0.021,0.001,0.229,0.771,0.016,0,35.5,0.1,0,-1.23,-5.97,0.015,36,0.1,0,-1.23,-6.65,0.008
"Tdrd3",79.9,36.7,2.3,5.1,-3.96,-2.83,-2.1,-3.4,0.023,0,0.199,0.801,0.018,0,100.3,36.7,48693.4,10.37,8.51,0.999,92.6,36.7,12507.1,8.41,6.55,0.989
"Tdrd5",53.7,0.1,0,0,-1.23,-1.23,-2.1,-3.74,0.022,0,0.157,0.843,0.019,0,46.8,0.1,0,-1.23,-6.04,0.016,43.6,0.1,0,-1.23,-6.66,0.008
"Tdrd6",130.7,1,0,0.2,-4.4,-2.4,-2.19,-3.54,0.021,0,0.205,0.795,0.017,0,125.8,1,0,-4.4,-6.52,0.008,127.2,1,0.1,-3.36,-5.44,0.008
"Tdrd7",42.3,0,0.1,0,1.26,0,-1.76,-3.76,0.046,0,0.096,0.904,0.042,0,0,0,0,0,0,0,33.4,0,0.1,1.04,-3.7,0.092
"Tdrd9",3.9,17.8,0,0,-8.48,-8.48,-2.19,-3.86,0.02,0,0.154,0.846,0.017,0,4.2,17.8,0,-8.48,-6.97,0.007,6.4,17.8,0,-8.48,-7.47,0.004
"Tdrkh",23.3,0,0.1,0,1.92,0,-1.62,-3.72,0.061,0,0.08,0.92,0.056,0,0,0,0,0,0,0,13.6,0,0.1,1.04,-3.51,0.112
"Tdrp",89.7,18.1,0,0.1,-8.5,-7.18,-2.2,-3.79,0.021,0,0.165,0.835,0.018,0,96,18.1,0.1,-7.5,-6.21,0.005,88.1,18.1,0,-8.5,-7.51,0.004
"Tead1",239.5,2,0.2,0.2,-2.99,-3.36,-2.09,-3.6,0.018,0,0.149,0.851,0.016,0,242.7,2,0.1,-3.78,-4.92,0.011,240.9,2,0,-5.36,-7.12,0.005
"Tead2",9.4,0.1,0.1,0,0.03,-1.23,-1.79,-3.69,0.035,0,0.096,0.904,0.031,0,10.8,0.1,0,-1.23,-6.03,0.015,12.8,0.1,0,-1.23,-6.51,0.01
"Tecr",28.6,0,0.1,0,1.26,0,-1.69,-3.71,0.055,0,0.09,0.91,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tecrl",3.8,0,0,0.1,0,1.32,-2.1,-3.18,0.019,0.002,0.252,0.748,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Teddm2",23.4,0,0.1,0,1.26,0,-1.71,-3.72,0.053,0,0.098,0.902,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0
"Teddm3",16.4,1.1,0,0,-4.49,-4.49,-2.17,-3.78,0.02,0,0.156,0.844,0.017,0,22.1,1.1,0,-4.49,-6.35,0.007,19.5,1.1,0,-4.49,-6.86,0.006
"Tef",180.3,1156.1,0.6,0.5,-10.73,-11.17,-2.21,-3.87,0.02,0,0.144,0.856,0.017,0,185.7,1156.1,0,-14.5,-7.41,0.01,195.7,1156.1,0.2,-12.44,-7.58,0.003
"Tefm",80.6,0,0.1,0.1,1.26,1.32,-1.94,-3.4,0.029,0.001,0.163,0.837,0.024,0,84.5,0,0.1,1,-3.65,0.085,92.3,0,0.1,1.04,-4.1,0.065
"Tek",198,81.6,147.4,0.3,0.85,-7.86,-1.38,-3.9,0.083,0,0.04,0.96,0.079,0,208.3,81.6,0.1,-9.09,-6.48,0.005,210.2,81.6,0,-10.67,-7.75,0.004
"Tekt1",42.6,0.1,0,0,-1.72,-1.72,-2.13,-3.71,0.018,0,0.154,0.846,0.016,0,42.8,0.1,0,-1.72,-6.08,0.013,44.2,0.1,0,-1.72,-6.63,0.008
"Tekt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,0,0.1,1.04,-4.01,0.074
"Tekt3",86.4,0.1,0.1,0.1,0.69,0.09,-1.87,-3.48,0.029,0,0.134,0.866,0.025,0,90.1,0.1,0,-1.23,-6.06,0.013,93.9,0.1,0,-1.23,-6.57,0.012
"Tep1",40.5,38.5,0,0.1,-9.59,-8.27,-2.24,-3.83,0.02,0,0.165,0.835,0.017,0,37.1,38.5,0,-9.59,-7.08,0.008,40.9,38.5,0.1,-8.55,-7.01,0.002
"Terf1",68.7,117.8,0,67,-11.2,-0.81,-2.24,-3.03,0.021,0.002,0.345,0.655,0.014,0.001,57.7,117.8,0,-11.2,-7.1,0.008,64.9,117.8,0,-11.2,-7.77,0.004
"Terf2ip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.1,1.59,-2.38,0.206,0,0,0,0,0,0
"Tes",154.3,0.1,0.3,0.3,1.11,0.93,-1.87,-3.29,0.028,0.001,0.166,0.834,0.024,0,145.7,0.1,0,-1.88,-6.21,0.009,144,0.1,0.1,-0.84,-4.64,0.027
"Tesk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0.1,1.04,-3.3,0.134
"Tesk2",57,0,0.1,0.1,1.26,1.32,-1.92,-3.36,0.03,0.001,0.177,0.823,0.025,0,46.4,0,0.1,1,-3.48,0.104,0,0,0,0,0,0
"Tespa1",40.5,2.5,0,0,-5.65,-5.65,-2.18,-3.82,0.018,0,0.144,0.856,0.015,0,42.4,2.5,0,-5.65,-6.57,0.009,42.2,2.5,0,-5.65,-7.08,0.004
"Tet2",6,0.5,0,0,-3.34,-3.34,-2.16,-3.71,0.024,0,0.161,0.839,0.02,0,7.3,0.5,0,-3.34,-6.27,0.01,5.6,0.5,0,-3.34,-6.7,0.007
"Tet3",104.2,0,0.1,0.2,1.92,2.46,-1.96,-3.26,0.026,0.001,0.199,0.801,0.021,0,94.9,0,0.1,1.59,-3.1,0.127,0,0,0,0,0,0
"Tex10",101.9,0.1,0.1,0.2,0.03,0.77,-2.06,-3.3,0.024,0.001,0.213,0.787,0.019,0,88.7,0.1,0.1,0.36,-3.19,0.099,83.3,0.1,0,-1.23,-6.66,0.009
"Tex101",221.6,0.3,0.1,0.2,-0.87,-0.33,-2.03,-3.37,0.025,0,0.192,0.808,0.02,0,218.3,0.3,0.1,-1.79,-4.67,0.024,222.2,0.3,0.1,-1.75,-5.04,0.019
"Tex11",17.9,0,0.2,0,2.38,0,-1.55,-3.77,0.073,0,0.077,0.923,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tex13",6,0.1,0,0,-1.23,-1.23,-2.1,-3.7,0.021,0,0.157,0.843,0.018,0,7.2,0.1,0,-1.23,-5.89,0.016,5.7,0.1,0,-1.23,-6.6,0.009
"Tex15",73.2,0,0.2,0,2.38,0,-1.59,-3.76,0.075,0,0.079,0.921,0.069,0,65.3,0,0.1,1,-3.6,0.087,0,0,0,0,0,0
"Tex2",267.8,610,0.5,0.2,-10.14,-11.11,-2.22,-3.87,0.021,0,0.158,0.842,0.018,0,276.9,610,0.3,-10.99,-6.75,0.004,268.5,610,0.1,-12.53,-7.6,0.004
"Tex21",139.8,0.1,0.3,0,1.77,-1.23,-1.61,-3.79,0.058,0,0.074,0.926,0.053,0,126.7,0.1,0.1,-0.23,-4.14,0.039,128.3,0.1,0.1,-0.19,-4.54,0.03
"Tex24",54.1,0,0.1,0,1.26,0,-1.74,-3.72,0.05,0,0.1,0.9,0.045,0,66.6,0,0.2,2,-2.59,0.191,69.9,0,0.1,1.04,-3.91,0.081
"Tex26",117.8,0.1,0.2,0,0.66,-1.72,-1.73,-3.76,0.043,0,0.09,0.91,0.039,0,113.2,0.1,0,-1.72,-6.24,0.009,114.1,0.1,0,-1.72,-6.76,0.007
"Tex264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0.1,1,-3.11,0.133,0,0,0,0,0,0
"Tex29",53.3,0,0,0.1,0,1.32,-2.11,-3.34,0.027,0.001,0.224,0.776,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tex30",346.1,12,1.2,0.5,-3.28,-4.59,-2.06,-3.65,0.019,0,0.141,0.859,0.016,0,337.3,12,0,-7.91,-6.79,0.008,329.2,12,0,-7.91,-7.54,0.003
"Tex33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6,0,0.1,1,-3.59,0.083,0,0,0,0,0,0
"Tex35",218,0.4,0.2,0.5,-0.7,0.45,-2.05,-3.21,0.026,0.001,0.226,0.774,0.02,0,212.7,0.4,0,-3.08,-6.26,0.01,217.3,0.4,0,-3.08,-6.92,0.007
"Tex36",241.4,0.5,0.6,0.1,0.08,-2.2,-1.8,-3.68,0.039,0,0.099,0.901,0.035,0,217.2,0.5,0,-3.52,-6.36,0.011,223.1,0.5,0.1,-2.48,-5.2,0.011
"Tex38",36.4,628.7,0,0,-13.62,-13.62,-2.23,-3.86,0.02,0,0.157,0.843,0.017,0,36.7,628.7,0,-13.62,-7.32,0.01,39.8,628.7,0,-13.62,-8.07,0.007
"Tex40",23,0,0.1,0,1.92,0,-1.59,-3.74,0.072,0,0.079,0.921,0.067,0,0,0,0,0,0,0,23.8,0,0.1,1.04,-3.67,0.099
"Tex9",67.4,0.1,0.1,0,0.69,-1.23,-1.76,-3.75,0.042,0,0.093,0.907,0.038,0,57,0.1,0,-1.23,-6.01,0.013,56.5,0.1,0,-1.23,-6.71,0.008
"Tfam",175.5,0,0.2,0.4,2.38,3.09,-1.95,-3.18,0.024,0.001,0.219,0.781,0.019,0,0,0,0,0,0,0,184.9,0,0.1,1.04,-4.22,0.056
"Tfap2b",17.7,0.3,0,0,-2.79,-2.79,-2.12,-3.74,0.022,0,0.151,0.849,0.019,0,17.1,0.3,0,-2.79,-6.14,0.011,17.5,0.3,0,-2.79,-6.75,0.008
"Tfb1m",48,40.8,0.1,0,-7.75,-9.67,-2.23,-3.87,0.021,0,0.158,0.842,0.017,0,47.6,40.8,0.1,-8.67,-6.43,0.006,46.7,40.8,0,-9.67,-7.59,0.004
"Tfb2m",108.1,0.1,0.1,0,0.16,-1.1,-1.86,-3.81,0.034,0,0.098,0.902,0.031,0,91.1,0.1,0.1,0.49,-3.23,0.094,95.6,0.1,0,-1.1,-6.58,0.01
"Tfcp2l1",174.2,22.9,0.1,0.6,-6.92,-5.14,-2.18,-3.66,0.022,0,0.17,0.83,0.018,0,167.7,22.9,0.1,-7.84,-6.28,0.004,171,22.9,0.1,-7.8,-6.75,0.002
"Tfdp1",119.1,76.3,0,0,-10.58,-10.58,-2.25,-3.88,0.021,0,0.157,0.843,0.017,0,115.8,76.3,0,-10.58,-7.04,0.01,103.1,76.3,0,-10.58,-7.69,0.004
"Tfdp2",70.7,0,0,0.1,0,1.32,-2.14,-3.28,0.025,0.001,0.242,0.758,0.019,0,0,0,0,0,0,0,75.6,0,0.1,1.04,-4.1,0.067
"Tfe3",26.9,0,0.1,0,1.26,0,-1.68,-3.74,0.055,0,0.098,0.902,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tfg",63.8,8,0.2,0,-4.96,-7.34,-2.13,-3.84,0.018,0,0.137,0.863,0.016,0,55.4,8,0,-7.34,-6.72,0.008,52.9,8,0,-7.34,-7.26,0.004
"Tfpi",147,6.1,0,0.1,-6.95,-5.63,-2.21,-3.75,0.019,0,0.164,0.836,0.016,0,137.2,6.1,0,-6.95,-6.72,0.006,125.4,6.1,0,-6.95,-7.36,0.003
"Tfpi2",59.6,0,0.1,0,1.26,0,-1.77,-3.74,0.046,0,0.097,0.903,0.041,0,0,0,0,0,0,0,55.9,0,0.1,1.04,-3.93,0.083
"Tfrc",207.4,28.8,0,0.2,-9.17,-7.17,-2.28,-3.82,0.017,0,0.17,0.83,0.014,0,188,28.8,0,-9.17,-6.96,0.008,192.4,28.8,0.1,-8.13,-6.88,0.003
"Tgfb1i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0.1,1,-3,0.147,0,0,0,0,0,0
"Tgfb2",37.4,0.2,0.1,0,-1.22,-2.48,-1.95,-3.79,0.031,0,0.119,0.881,0.027,0,29.6,0.2,0,-2.48,-6.03,0.015,28.6,0.2,0,-2.48,-6.72,0.009
"Tgfbi",58.1,0,0.1,0.1,1.92,1.32,-1.84,-3.49,0.036,0,0.134,0.866,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgfbr1",59.1,0.1,0.1,0,0.12,-1.8,-1.75,-3.74,0.044,0,0.087,0.913,0.04,0,69.9,0.1,0,-1.8,-6.08,0.014,69.7,0.1,0,-1.8,-6.69,0.007
"Tgfbr2",361.8,0.6,0.6,0.5,0.08,-0.16,-1.89,-3.39,0.032,0,0.144,0.856,0.027,0,377,0.6,0.1,-2.68,-5.06,0.013,394.3,0.6,0,-3.68,-7.01,0.006
"Tgfbrap1",24.4,0.2,0,0,-2.33,-2.33,-2.11,-3.72,0.024,0,0.16,0.84,0.021,0,27.3,0.2,0,-2.33,-6.04,0.013,29.8,0.2,0,-2.33,-6.8,0.008
"Tgif1",76,92.6,0,0,-10.86,-10.86,-2.18,-3.85,0.022,0,0.169,0.831,0.019,0,68.9,92.6,0,-10.86,-7.13,0.008,76.4,92.6,0,-10.86,-7.75,0.005
"Tgif2lx1",357,0.5,0.8,0.5,0.51,0,-1.87,-3.35,0.029,0,0.145,0.855,0.025,0,336.6,0.5,0.3,-0.71,-3.46,0.057,338,0.5,0,-3.52,-6.96,0.005
"Tgif2lx2",360.5,0.5,0.7,0.5,0.53,-0.05,-1.93,-3.37,0.028,0,0.16,0.84,0.023,0,340.1,0.5,0.2,-1.37,-4.11,0.032,340.9,0.5,0,-3.37,-6.94,0.005
"Tgm2",59.8,1.1,0,0,-4.52,-4.52,-2.21,-3.81,0.019,0,0.157,0.843,0.016,0,64.6,1.1,0,-4.52,-6.39,0.008,60.1,1.1,1.7,0.6,-2.11,0.183
"Tgm4",26.7,0,0.1,0,1.92,0,-1.61,-3.73,0.066,0,0.086,0.914,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgoln1",443.4,22,1.1,0.3,-4.24,-5.97,-2.08,-3.77,0.023,0,0.13,0.87,0.02,0,440.6,22,0.2,-6.46,-5.58,0.007,431.9,22,0,-8.78,-7.54,0.005
"Tgoln2",31.7,0.1,0.2,0,0.57,-1.8,-1.64,-3.79,0.053,0,0.076,0.924,0.049,0,34.6,0.1,0.1,-0.21,-3.26,0.074,34.7,0.1,0,-1.8,-6.62,0.009
"Tgs1",79.2,2.7,0.1,0,-4.54,-5.8,-2.14,-3.89,0.02,0,0.139,0.861,0.017,0,66.5,2.7,0,-5.8,-6.6,0.008,57.3,2.7,0.1,-4.76,-5.8,0.005
"Tgtp1",297.1,0.1,0.7,0.5,2.1,1.72,-1.84,-3.23,0.03,0.001,0.161,0.839,0.025,0,312.1,0.1,0.1,-0.21,-3.87,0.044,296.4,0.1,0,-1.8,-6.73,0.006
"Tgtp2",280.1,0.1,0.6,0.8,2.53,2.77,-1.89,-3.12,0.029,0.001,0.21,0.79,0.023,0,306.6,0.1,0.1,0.36,-3.64,0.066,289.8,0.1,0.1,-0.19,-4.69,0.026
"Thap2",3.9,0.3,0,0,-2.75,-2.75,-2.15,-3.74,0.02,0,0.155,0.845,0.017,0,5.2,0.3,0,-2.75,-6.17,0.01,4.7,0.3,0,-2.75,-6.65,0.006
"Thap4",6.9,0,0.1,0,1.26,0,-1.65,-3.69,0.056,0,0.094,0.906,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thbd",155.1,3.9,0,0.5,-6.29,-2.96,-2.18,-3.48,0.017,0,0.22,0.78,0.014,0,161.1,3.9,0,-6.29,-6.76,0.007,165.2,3.9,0.2,-3.9,-4.98,0.008
"Thbs1",71,2.1,0.1,0.2,-4.14,-2.94,-2.14,-3.5,0.022,0,0.192,0.808,0.018,0,68.9,2.1,0,-5.4,-6.53,0.008,72.5,2.1,0,-5.4,-7.06,0.005
"Thbs2",35.1,0.1,0,0,-1.72,-1.72,-2.13,-3.73,0.021,0,0.156,0.844,0.018,0,25.8,0.1,0,-1.72,-6.02,0.014,22.1,0.1,0,-1.72,-6.58,0.009
"Thbs3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0.1,1.59,-1.47,0.329,0,0,0,0,0,0
"Theg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0.1,1.59,-2.56,0.19,9.9,0,0.1,1.04,-3.55,0.111
"Them4",150.4,5,0,0.1,-6.65,-5.33,-2.19,-3.74,0.025,0,0.177,0.823,0.021,0,145,5,0.1,-5.07,-5.36,0.007,140.5,5,0.2,-4.59,-5.46,0.005
"Them7",225.8,0,0.1,0.1,1.92,1.32,-1.89,-3.53,0.032,0,0.138,0.862,0.028,0,213.7,0,0.1,1.59,-3.28,0.109,221.3,0,0.1,1.04,-4.3,0.054
"Themis3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,-1.1,-6.49,0.013
"Thg1l",49.5,0.1,0.1,0,0.03,-1.23,-1.82,-3.76,0.036,0,0.102,0.898,0.032,0,50.2,0.1,0,-1.23,-6.01,0.018,55.4,0.1,0,-1.23,-6.68,0.007
"Thnsl1",75.2,0,0,0.2,0,2,-2.15,-3.15,0.024,0.002,0.284,0.716,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0
"Thnsl2",6.8,0.1,0,0,-1.23,-1.23,-2.09,-3.72,0.028,0,0.156,0.844,0.024,0,8.7,0.1,0,-1.23,-5.95,0.016,8.7,0.1,0,-1.23,-6.62,0.01
"Thoc1",263.3,81.1,0.2,0.5,-8.29,-7.14,-2.22,-3.81,0.022,0,0.152,0.848,0.019,0,270.4,81.1,0,-10.67,-7.15,0.007,264.3,81.1,0.2,-8.61,-6.71,0.002
"Thoc2",143.8,0.1,0.2,0.2,1.15,0.77,-1.9,-3.4,0.031,0,0.137,0.863,0.026,0,141.1,0.1,0.2,0.77,-2.99,0.113,147,0.1,0.1,-0.19,-4.54,0.03
"Thoc5",32.4,6,0,0,-6.92,-6.92,-2.21,-3.85,0.016,0,0.157,0.843,0.013,0,27.8,6,0.1,-5.33,-5.32,0.008,23.6,6,0,-6.92,-7.25,0.005
"Thoc7",535.9,2.1,1,1,-1.1,-1.1,-2.02,-3.41,0.019,0,0.165,0.835,0.016,0,494.5,2.1,0.1,-4.46,-5.58,0.009,493.9,2.1,0.2,-3.07,-4.97,0.013
"Thrb",60.1,159.8,0,0,-11.64,-11.64,-2.22,-3.88,0.022,0,0.157,0.843,0.018,0,61.3,159.8,550.6,1.78,-0.37,0.439,61.8,159.8,412.2,1.37,-0.93,0.345
"Thrsp",90.6,0.1,0,0,-1.1,-1.1,-2.13,-3.72,0.02,0,0.158,0.842,0.017,0,98.3,0.1,0,-1.1,-5.98,0.015,104.7,0.1,0,-1.1,-6.63,0.008
"Thsd7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0.1,1.59,-2.69,0.162,0,0,0,0,0,0
"Thtpa",70.1,0,0.1,0,1.92,0,-1.62,-3.76,0.06,0,0.081,0.919,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thumpd1",61.6,80.3,0.1,0,-8.73,-10.65,-2.22,-3.87,0.02,0,0.155,0.845,0.017,0,60,80.3,0,-10.65,-7.19,0.009,55.3,80.3,0.1,-9.61,-7.13,0.002
"Thumpd2",15.2,37.8,0,0,-9.56,-9.56,-2.19,-3.86,0.02,0,0.15,0.85,0.017,0,21.1,37.8,0,-9.56,-7.04,0.008,18.5,37.8,0,-9.56,-7.58,0.004
"Thumpd3",186.8,651.9,0.1,0.2,-11.75,-11.67,-2.21,-3.85,0.019,0,0.16,0.84,0.016,0,172.6,651.9,0.1,-12.08,-6.92,0.007,174.5,651.9,0.1,-12.63,-7.61,0.004
"Thyn1",188.3,0.1,0.2,0.1,1.15,0.09,-1.82,-3.53,0.036,0,0.117,0.883,0.032,0,206.6,0.1,0.1,0.36,-3.54,0.072,207,0.1,0.1,-0.19,-4.57,0.033
"Tia1",168.5,1,0.2,0,-2.07,-4.44,-1.97,-3.84,0.024,0,0.121,0.879,0.021,0,147.7,1,0,-4.44,-6.43,0.01,150.8,1,0.1,-3.4,-5.54,0.007
"Tial1",240,254.3,0.3,0.5,-9.59,-8.99,-2.2,-3.83,0.022,0,0.152,0.848,0.018,0,244.4,254.3,0,-12.31,-7.23,0.009,238.9,254.3,0.3,-9.44,-6.77,0.002
"Tiam1",1.4,0.3,0,0,-2.75,-2.75,-2.11,-3.69,0.02,0,0.158,0.842,0.017,0,2.1,0.3,0,-2.75,-6.15,0.012,1.9,0.3,0,-2.75,-6.69,0.006
"Tiam2",19.3,9.8,0,0,-7.62,-7.62,-2.2,-3.86,0.02,0,0.154,0.846,0.017,0,18.8,9.8,0.1,-6.62,-5.81,0.008,18.5,9.8,0,-7.62,-7.3,0.003
"Ticam1",7,0,0.1,0,1.26,0,-1.68,-3.72,0.059,0,0.091,0.909,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tifa",17.1,0,0.1,0,1.26,0,-1.69,-3.69,0.053,0,0.1,0.9,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tigd2",51.8,0,0.1,0,1.26,0,-1.75,-3.72,0.042,0,0.098,0.902,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timd2",78.5,0,0.2,0,2.38,0,-1.61,-3.75,0.061,0,0.077,0.923,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm17a",102.7,0.1,0.1,0,0.03,-1.23,-1.86,-3.74,0.032,0,0.105,0.895,0.028,0,107.9,0.1,0,-1.23,-6.11,0.011,114.4,0.1,0.1,-0.19,-4.32,0.044
"Timm21",234,0.4,0.2,0.2,-0.83,-1.2,-1.96,-3.51,0.026,0,0.151,0.849,0.022,0,243.9,0.4,0.1,-2.2,-4.85,0.017,251.6,0.4,0,-3.2,-6.92,0.007
"Timm22",41.1,0,0.2,0,2.38,0,-1.59,-3.76,0.071,0,0.08,0.92,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timm23",112.8,32.2,0.1,0,-7.41,-9.33,-2.2,-3.88,0.023,0,0.145,0.855,0.019,0,96.6,32.2,0,-9.33,-7.01,0.008,101.3,32.2,0,-9.33,-7.67,0.004
