"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"1110017D15Rik","di4spUb",0,0.17618032083293,0.17618032083293,3.02905800957956
"1110017D15Rik","Rab5GDP",0,0.176981525500779,0.176981525500779,3.04363636363636
"1110017D15Rik","Rab5GTP",0,0.350720981309896,0.350720981309896,6.30787986257342
"1110032A03Rik","EMPTY",0,0.319579166641125,0.319579166641125,5.20636663007684
"1110032A03Rik","Rab5GDP",0,0.465842329795183,0.465842329795183,10.7775042605567
"1110032A03Rik","Rab5GTP",0,0.0191160742289962,0.0191160742289962,1.96982072402575
"1110034G24Rik","di4spUb",0,0.00840875123513075,0.00840875123513075,1.91533180778032
"1110034G24Rik","Rab5GDP",0,0.250414558802954,0.250414558802954,3.91444291609354
"1110034G24Rik","Rab5GTP",0,0.197637068191789,0.197637068191789,3.433638996139
"1110037F02Rik","di4spUb",0,0.00839695989804335,0.00839695989804335,1.91507402422611
"1110037F02Rik","Rab5GDP",0,0.239538966763736,0.239538966763736,3.78003586371787
"1110037F02Rik","Rab5GTP",0,0.197777998369264,0.197777998369264,3.43529695799131
"1110057K04Rik","di4spUb",0,0.14480672955599,0.14480672955599,2.55940282399496
"1110057K04Rik","Rab5GDP",0,0.383712676178401,0.383712676178401,8.24033589112495
"1110057K04Rik","Rab5GTP",0,0.269815534469968,0.269815534469968,4.17885462555066
"1110058L19Rik","di4spUb",0,0.163065186631895,0.163065186631895,2.81219427837344
"1110058L19Rik","Rab5GDP",0,0.283160928652665,0.283160928652665,4.40730989623664
"1110058L19Rik","Rab5GTP",0,0.318847531454923,0.318847531454923,5.17747657600291
"1110059E24Rik","EMPTY",0,0.605231254634455,0.605231254634455,18.2423076923077
"1110059E24Rik","Rab5GDP",0,0.451883452782539,0.451883452782539,10.2219827586207
"1110059E24Rik","Rab5GTP",0,0.0164045065096451,0.0164045065096451,1.95621240763018
"1110059G10Rik","di4spUb",0,0.176279782122544,0.176279782122544,3.02728578267113
"1110059G10Rik","Rab5GDP",0,0.370204468088171,0.370204468088171,7.2541422380831
